,Houston Power Savers,INVOICE,Unnamed: 2
0,TACLB020326E,,
1,,,
2,10222 Inwood Dr,DATE:,2020-07-23 00:00:00
3,"Houston,Texas 77042",INVOICE #,03200723
4,Office: (832) 968-0000,FOR:,Disinfect/cleaned
5,www.HoustonPowerSavers.com,,
6,,,
7,,,
8,,,
9,Hettig Management,,
10,5325 Katy Fwy #1 & #2,,
11,"Houston, TX 77007",,
12,,,
13,,,
14,,,
15,DESCRIPTION,,AMOUNT
16,Cleaned/disinfected ventillation in #1,,
17,*cleaned duct,,
18,*cleaned return air supply/grills,,
19,*cleaned blower wheel,,
20,Replaced filters,,
21,,subtotal,697
22,Cleaned/disinfected ventillation in #2,,
23,*cleaned duct,,
24,*cleaned return air supply/grills,,
25,*cleaned blower wheel,,
26,Replaced filters,,
27,,subtotal,697
28,,,
29,,,
30,Notes:,,
31,,,
32,,,
33,,TOTAL,1394
34,,,
35,,,
36,Make all checks payable to Houston Power Savers,,
37,"If you have any questions concerning this invoice,Kenneth Longoria 713-3062694",,
38,,,
39,,,
40,THANK YOU FOR YOUR BUSINESS! ,,
