,Houston Power Savers,INVOICE,Unnamed: 2
0,TACLB020326E,,
1,,Code:,iccf414
2,10222 Inwood Dr,DATE:,2021-12-30 00:00:00
3,"Houston,Texas 77042",INVOICE #,01211230
4,Office: (832) 968-0000,FOR:,New installation
5,www.HoustonPowerSavers.com,,
6,,,
7,,,
8,,,
9,Robin Sample,,
10,8729 Fairbend,,
11,"Houston, TX 77055",,
12,8322028975,,
13,rsample@hettig-kahn.com,,
14,,,
15,DESCRIPTION,,AMOUNT
16,Install new 4 ton 80k BTU gas furnace,,
17,M/N: A801X080BM4SCAA / S/N: 212731KHJG,,
18,*reseal openings with hardcast,,
19,*rewire controls to furnace,,
20,,subtotal,3675
21,,,
22,,,
23,,,
24,,,
25,,,
26,,,
27,,,
28,,,
29,,,
30,,,
31,,,
32,Notes: ,,
33,Email manufacturer warranty information to equipment owner.,,
34,HPS provides a 2-year labor warranty,,
35,,TOTAL,3675
36,,,
37,,,
38,Make all checks payable to Houston Power Savers,,
39,"If you have any questions concerning this invoice,Kenneth Longoria 713-3062694",,
40,,,
41,,,
42,THANK YOU FOR YOUR BUSINESS! ,,
