,Houston Power Savers,INVOICE,Unnamed: 2
0,TACLB020326E,,
1,,,
2,10222 Inwood Dr,DATE:,2020-09-08 00:00:00
3,"Houston,Texas 77042",INVOICE #,00200908
4,Office: (832) 968-0000,FOR:,A/C not cooling
5,www.HoustonPowerSavers.com,,
6,,,
7,,,
8,,,
9,T&D Towing LLC,,
10,PO Box 3249,,
11,"Morgan City, LA",,
12,,,
13,,,
14,,,
15,DESCRIPTION,,AMOUNT
16,Replaced fan motor and run capacitor,,
17,subtotal,,340
18,Unlocked supply house,,
19,subtotal,,75
20,Weekend processing fee,,
21,subtotal,,197
22,,,
23,,,
24,,,
25,,,
26,,,
27,,,
28,,,
29,,,
30,Notes: ,,
31,,,
32,,,
33,,TOTAL,612
34,,,
35,,,
36,Make all checks payable to Houston Power Savers,,
37,"If you have any questions concerning this invoice,Kenneth Longoria 713-3062694",,
38,,,
39,,,
40,THANK YOU FOR YOUR BUSINESS! ,,
