,Houston Power Savers,INVOICE,Unnamed: 2
0,TACLB020326E,,
1,,,
2,10222 Inwood Dr,DATE:,2020-08-19 00:00:00
3,"Houston,Texas 77042",INVOICE #,05200819
4,Office: (832) 968-0000,FOR:,Service/maintenance
5,www.HoustonPowerSavers.com,,
6,,,
7,,,
8,,,
9,Hettig Management,,
10,5325 Katy Fwy #2,,
11,"Houston, TX 77007",,
12,,,
13,,,
14,,,
15,DESCRIPTION,,AMOUNT
16,Checked all controls and wiring at condensing unit,,
17,*bad fan motor,,
18,Replaced condenser fan motor,,
19,subtotal,,975
20,,,
21,,,
22,,,
23,,,
24,,,
25,,,
26,,,
27,,,
28,,,
29,,,
30,Notes: ,,
31,,,
32,,,
33,,TOTAL,975
34,,,
35,,,
36,Make all checks payable to Houston Power Savers,,
37,"If you have any questions concerning this invoice,Kenneth Longoria 713-3062694",,
38,,,
39,,,
40,THANK YOU FOR YOUR BUSINESS! ,,
