,Houston Power Savers,INVOICE,Unnamed: 2
0,TACLB020326E,,
1,,,
2,10222 Inwood Dr,DATE:,2021-10-08 00:00:00
3,"Houston,Texas 77042",INVOICE #,
4,Office: (832) 968-0000,FOR:,
5,www.HoustonPowerSavers.com,,
6,,,
7,,,
8,,,
9,Josleen,,
10,,,
11,,,
12,,,
13,,,
14,,,
15,DESCRIPTION,,AMOUNT
16,,,
17,,,
18,,,
19,,,
20,,,
21,,,
22,,,
23,,,
24,,,
25,,,
26,,,
27,,,
28,,,
29,,,
30,,,
31,,,
32,,,
33,,TOTAL,0
34,,,
35,,,
36,Make all checks payable to Houston Power Savers,,
37,"If you have any questions concerning this invoice,Kenneth Longoria 713-3062694",,
38,,,
39,,,
40,THANK YOU FOR YOUR BUSINESS! ,,
