,Houston Power Savers,INVOICE,Unnamed: 2
0,TACLB020326E,,
1,,Code:,icc214
2,10222 Inwood Dr,DATE:,2022-03-07 00:00:00
3,"Houston,Texas 77042",INVOICE #,02220307
4,Office: (832) 968-0000,FOR:,New installation
5,www.HoustonPowerSavers.com,,
6,,,
7,,,
8,,,
9,Kingwood Senior Village,,
10,"435 Northpines Dr, #434",,
11,"Kingwood,  TX  77339",,
12,2815482500,,
13,mgr@kingwoodseniorvillage.com,,
14,,,
15,DESCRIPTION,,AMOUNT
16,Install new 2 ton 14 SEER condensing unit,0,0
17,M/N:   /  S/N:,0,0
18,*pull vacuum,0,0
19,*vacuum time; ~1 HR,0,0
20,*flush copper lines with R-11,0,0
21,*recharge with R-410A,0,0
22,Install new 2 ton evaporator slab coil,0,0
23,M/N:   /  S/N:,0,0
24,*reseal openings with hardcast,0,0
25,0,subtotal,4034.07
26,,,
27,,,
28,,,
29,,,
30,Notes:,,
31,Email manufacturer warranty information to equipment owner.,,
32,HPS provides a 2-year labor warranty,,
33,,TOTAL,4034.07
34,,,
35,,,
36,Make all checks payable to Houston Power Savers,,
37,"If you have any questions concerning this invoice,Kenneth Longoria 713-3062694",,
38,,,
39,,,
40,THANK YOU FOR YOUR BUSINESS! ,,
