,Houston Power Savers,INVOICE,Unnamed: 2
0,TACLB020326E,,
1,,Code:,code
2,10222 Inwood Dr,DATE:,2022-02-23 00:00:00
3,"Houston,Texas 77042",INVOICE #,01220223
4,Office: (832) 968-0000,FOR:,Repairs
5,www.HoustonPowerSavers.com,,
6,,,
7,,,
8,,,
9,South Acres Ranch,,
10,11409 Scott Street,,
11,"Houston,  TX  77047",,
12,7137312800,,
13,southacresranchmgr@hettig-kahn.com,,
14,,,
15,DESCRIPTION,,AMOUNT
16,Replaced pressure switch and vacuumed hoses,,
17,,subtotal,297
18,Replaced outside schrader valve to condenser,,
19,*recharged unit with R410A,,
20,,subtotal,247
21,,,
22,,,
23,,,
24,,,
25,,,
26,,,
27,,,
28,,,
29,,,
30,,,
31,,,
32,0,,
33,,,
34,,,
35,,TOTAL,544
36,,,
37,,,
38,Make all checks payable to Houston Power Savers,,
39,"If you have any questions concerning this invoice,Kenneth Longoria 713-3062694",,
40,,,
41,,,
42,THANK YOU FOR YOUR BUSINESS! ,,
