,HOUSTON POWER SAVERS,Unnamed: 1,INVOICE
0,TACLB020326E,,
1,,,
2,10222 INWOOD DR.,DATE:,2021-06-24 00:00:00
3,"HOUSTON,TEXAS 77042",INVOICE #,03210624
4,OFFICE # (832) 968-0000,FOR:,New Installation
5,,,
6,,,
7,,,
8,,,
9,Gonzalez Family Medicine,,
10,11040 East Freeway,,
11,"Houston, TX 77029",,
12,7134538328,,
13,,,
14,,,
15,DESCRIPTION,,AMOUNT
16,Replace 5 ton electric heat air handler/fan coil,,
17,M/N: ARUF61D14   /  S/N: 2106580754,,
18,*rewire/reconfigure to system,,
19,*reseal openings with hardcast,,
20,,subtotal,2875
21,,,
22,Installation labor cost,,
23,subtotal,,475
24,,,
25,,,
26,,,
27,,,
28,,,
29,,,
30,,,
31,,,
32,,,
33,,,
34,,,
35,,,
36,Notes:,,
37,,,
38,,,
39,,TOTAL,3350
40,,,
41,,,
42,Make all checks payable to Houston Power Savers,,
43,"If you have any questions concerning this invoice, contact: Kenneth Longoria, (713) 306-2694",,
